"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"12","com.salesmanager.core.business.modules.integration.shipping.impl","/app/sm-core/src/main/java/com/salesmanager/core/business/modules/integration/shipping/impl/USPSShippingQuote.java","3","381","StringBuffer (or StringBuilder).append is called 2 consecutive times with literals. Use a single append with a single combined String.","Performance","ConsecutiveLiteralAppends"
"13","com.salesmanager.core.business.modules.integration.shipping.impl","/app/sm-core/src/main/java/com/salesmanager/core/business/modules/integration/shipping/impl/USPSShippingQuote.java","3","384","StringBuffer (or StringBuilder).append is called 2 consecutive times with literals. Use a single append with a single combined String.","Performance","ConsecutiveLiteralAppends"
"14","com.salesmanager.core.business.modules.integration.shipping.impl","/app/sm-core/src/main/java/com/salesmanager/core/business/modules/integration/shipping/impl/USPSShippingQuote.java","3","424","Avoid calling toString() on String objects; this is unnecessary.","Performance","StringToString"
"1","com.salesmanager.core.business.modules.order","/app/sm-core/src/main/java/com/salesmanager/core/business/modules/order/ODSInvoiceModule.java","1","111","Avoid instantiating FileInputStream, FileOutputStream, FileReader, or FileWriter","Performance","AvoidFileStream"
"2","com.salesmanager.core.business.modules.order","/app/sm-core/src/main/java/com/salesmanager/core/business/modules/order/ODSInvoiceModule.java","3","216","Avoid appending characters as strings in StringBuffer.append.","Performance","AppendCharacterWithChar"
"3","com.salesmanager.core.business.modules.order","/app/sm-core/src/main/java/com/salesmanager/core/business/modules/order/ODSInvoiceModule.java","3","306","Avoid calling toString() on String objects; this is unnecessary.","Performance","StringToString"
"1","com.salesmanager.core.business.modules.utils","/app/sm-core/src/main/java/com/salesmanager/core/business/modules/utils/EncryptionImpl.java","3","13","Do not use hard coded initialization vector in crypto operations","Security","InsecureCryptoIv"
"2","com.salesmanager.core.business.modules.utils","/app/sm-core/src/main/java/com/salesmanager/core/business/modules/utils/EncryptionImpl.java","3","13","Do not use hard coded initialization vector in crypto operations","Security","InsecureCryptoIv"
"3","com.salesmanager.core.business.modules.utils","/app/sm-core/src/main/java/com/salesmanager/core/business/modules/utils/EncryptionImpl.java","3","72","Prefer StringBuilder (non-synchronized) or StringBuffer (synchronized) over += for concatenating strings","Performance","UseStringBufferForStringAppends"
"4","com.salesmanager.core.business.modules.utils","/app/sm-core/src/main/java/com/salesmanager/core/business/modules/utils/EncryptionImpl.java","3","75","Prefer StringBuilder (non-synchronized) or StringBuffer (synchronized) over += for concatenating strings","Performance","UseStringBufferForStringAppends"
"1","com.salesmanager.core.business.modules.utils","/app/sm-core/src/main/java/com/salesmanager/core/business/modules/utils/GeoLocationImpl.java","3","22","Avoid using redundant field initializer for 'reader'","Performance","RedundantFieldInitializer"
"1","com.salesmanager.core.business.repositories.catalog.category","/app/sm-core/src/main/java/com/salesmanager/core/business/repositories/catalog/category/CategoryRepositoryImpl.java","3","23","StringBuffer constructor is initialized with size 16, but has at least 209 characters appended.","Performance","InsufficientStringBufferDeclaration"
"2","com.salesmanager.core.business.repositories.catalog.category","/app/sm-core/src/main/java/com/salesmanager/core/business/repositories/catalog/category/CategoryRepositoryImpl.java","3","24","StringBuffer (or StringBuilder).append is called 5 consecutive times with literals. Use a single append with a single combined String.","Performance","ConsecutiveLiteralAppends"
"3","com.salesmanager.core.business.repositories.catalog.category","/app/sm-core/src/main/java/com/salesmanager/core/business/repositories/catalog/category/CategoryRepositoryImpl.java","3","24","StringBuffer (or StringBuilder).append is called consecutively without reusing the target variable.","Performance","ConsecutiveAppendsShouldReuse"
"4","com.salesmanager.core.business.repositories.catalog.category","/app/sm-core/src/main/java/com/salesmanager/core/business/repositories/catalog/category/CategoryRepositoryImpl.java","3","25","StringBuffer (or StringBuilder).append is called consecutively without reusing the target variable.","Performance","ConsecutiveAppendsShouldReuse"
"5","com.salesmanager.core.business.repositories.catalog.category","/app/sm-core/src/main/java/com/salesmanager/core/business/repositories/catalog/category/CategoryRepositoryImpl.java","3","26","StringBuffer (or StringBuilder).append is called consecutively without reusing the target variable.","Performance","ConsecutiveAppendsShouldReuse"
"6","com.salesmanager.core.business.repositories.catalog.category","/app/sm-core/src/main/java/com/salesmanager/core/business/repositories/catalog/category/CategoryRepositoryImpl.java","3","27","StringBuffer (or StringBuilder).append is called consecutively without reusing the target variable.","Performance","ConsecutiveAppendsShouldReuse"
"7","com.salesmanager.core.business.repositories.catalog.category","/app/sm-core/src/main/java/com/salesmanager/core/business/repositories/catalog/category/CategoryRepositoryImpl.java","3","51","StringBuffer constructor is initialized with size 16, but has at least 137 characters appended.","Performance","InsufficientStringBufferDeclaration"
"1","com.salesmanager.core.business.repositories.catalog.product","/app/sm-core/src/main/java/com/salesmanager/core/business/repositories/catalog/product/ProductRepositoryImpl.java","3","40","StringBuffer constructor is initialized with size 16, but has at least 719 characters appended.","Performance","InsufficientStringBufferDeclaration"
"2","com.salesmanager.core.business.repositories.catalog.product","/app/sm-core/src/main/java/com/salesmanager/core/business/repositories/catalog/product/ProductRepositoryImpl.java","3","41","StringBuffer (or StringBuilder).append is called 21 consecutive times with literals. Use a single append with a single combined String.","Performance","ConsecutiveLiteralAppends"
"3","com.salesmanager.core.business.repositories.catalog.product","/app/sm-core/src/main/java/com/salesmanager/core/business/repositories/catalog/product/ProductRepositoryImpl.java","3","41","StringBuffer (or StringBuilder).append is called consecutively without reusing the target variable.","Performance","ConsecutiveAppendsShouldReuse"
"4","com.salesmanager.core.business.repositories.catalog.product","/app/sm-core/src/main/java/com/salesmanager/core/business/repositories/catalog/product/ProductRepositoryImpl.java","3","42","StringBuffer (or StringBuilder).append is called consecutively without reusing the target variable.","Performance","ConsecutiveAppendsShouldReuse"
"5","com.salesmanager.core.business.repositories.catalog.product","/app/sm-core/src/main/java/com/salesmanager/core/business/repositories/catalog/product/ProductRepositoryImpl.java","3","43","StringBuffer (or StringBuilder).append is called consecutively without reusing the target variable.","Performance","ConsecutiveAppendsShouldReuse"
"6","com.salesmanager.core.business.repositories.catalog.product","/app/sm-core/src/main/java/com/salesmanager/core/business/repositories/catalog/product/ProductRepositoryImpl.java","3","44","StringBuffer (or StringBuilder).append is called consecutively without reusing the target variable.","Performance","ConsecutiveAppendsShouldReuse"
"7","com.salesmanager.core.business.repositories.catalog.product","/app/sm-core/src/main/java/com/salesmanager/core/business/repositories/catalog/product/ProductRepositoryImpl.java","3","46","StringBuffer (or StringBuilder).append is called consecutively without reusing the target variable.","Performance","ConsecutiveAppendsShouldReuse"
"8","com.salesmanager.core.business.repositories.catalog.product","/app/sm-core/src/main/java/com/salesmanager/core/business/repositories/catalog/product/ProductRepositoryImpl.java","3","47","StringBuffer (or StringBuilder).append is called consecutively without reusing the target variable.","Performance","ConsecutiveAppendsShouldReuse"
"9","com.salesmanager.core.business.repositories.catalog.product","/app/sm-core/src/main/java/com/salesmanager/core/business/repositories/catalog/product/ProductRepositoryImpl.java","3","49","StringBuffer (or StringBuilder).append is called consecutively without reusing the target variable.","Performance","ConsecutiveAppendsShouldReuse"
"10","com.salesmanager.core.business.repositories.catalog.product","/app/sm-core/src/main/java/com/salesmanager/core/business/repositories/catalog/product/ProductRepositoryImpl.java","3","50","StringBuffer (or StringBuilder).append is called consecutively without reusing the target variable.","Performance","ConsecutiveAppendsShouldReuse"
"11","com.salesmanager.core.business.repositories.catalog.product","/app/sm-core/src/main/java/com/salesmanager/core/business/repositories/catalog/product/ProductRepositoryImpl.java","3","54","StringBuffer (or StringBuilder).append is called consecutively without reusing the target variable.","Performance","ConsecutiveAppendsShouldReuse"
"12","com.salesmanager.core.business.repositories.catalog.product","/app/sm-core/src/main/java/com/salesmanager/core/business/repositories/catalog/product/ProductRepositoryImpl.java","3","56","StringBuffer (or StringBuilder).append is called consecutively without reusing the target variable.","Performance","ConsecutiveAppendsShouldReuse"
"13","com.salesmanager.core.business.repositories.catalog.product","/app/sm-core/src/main/java/com/salesmanager/core/business/repositories/catalog/product/ProductRepositoryImpl.java","3","57","StringBuffer (or StringBuilder).append is called consecutively without reusing the target variable.","Performance","ConsecutiveAppendsShouldReuse"
"14","com.salesmanager.core.business.repositories.catalog.product","/app/sm-core/src/main/java/com/salesmanager/core/business/repositories/catalog/product/ProductRepositoryImpl.java","3","58","StringBuffer (or StringBuilder).append is called consecutively without reusing the target variable.","Performance","ConsecutiveAppendsShouldReuse"
